FID,LAK_ID,RES_ID,GLWD_ID,HYLAK_ID,GRAND_ID,INT_CODE,LAKE_NAME,COUNTRY,LONG_DD,LAT_DD,LisfloodX,LisfloodY,CATCH_SKM,CATCH_SRC,AREA_SKM,AREA_SRC,WIDTH_M,WIDTH_SRC,DISAVG_CMS,DIS_SRC
218,218,,754,581,,,Cumberland,Canada,-102.3811,53.9581,-102.375,54.025,19771.2,HYLAK,418.81,HYLAK,168.1,GLOFAS4,52.1073,GLOFAS4_ltr
219,219,,1018,526,,,,Canada,-98.4499,55.1456,-98.425,55.125,10785.4,HYLAK,126.02,HYLAK,1154.8,GLOFAS4,38.6982,GLOFAS4_ltr
220,220,,1033,636,,,Chilko,Canada,-124.1412,51.626,-124.125,51.625,2158.9,HYLAK,185.89,HYLAK,5.4,GLOFAS4,44.3224,GLOFAS4_ltr
223,223,,1067,396,,,,Canada,-97.0677,60.3793,-96.775,60.475,35967.2,HYLAK,169.73,HYLAK,1586.7,GLOFAS4,246.6784,GLOFAS4_ltr
224,224,,1075,657,,,Last Mountain,Canada,-104.8573,50.7269,-104.875,50.725,10149.4,HYLAK,213.92,HYLAK,2072.9,GLOFAS4,0.7973,GLOFAS4_ltr
225,225,,1081,474,,,Castignon,Canada,-68.5736,56.4199,-68.575,56.425,8684.5,HYLAK,157.78,HYLAK,5.4,GLOFAS4,85.3139,GLOFAS4_ltr
226,226,,1090,718,,,Lac La Croix,United States of America,-92.2955,48.2788,-92.275,48.375,13208.5,HYLAK,115.66,HYLAK,813.2,GLOFAS4,96.4833,GLOFAS4_ltr
227,227,,1112,612,,,Weagamow,Canada,-91.5663,52.9178,-91.575,52.925,4110.9,HYLAK,182.5,HYLAK,5.4,GLOFAS4,31.8268,GLOFAS4_ltr
228,228,,1166,6010,,,,Canada,-102.0301,55.5723,-102.025,55.575,2363.3,HYLAK,58.35,HYLAK,5.4,GLOFAS4,10.2844,GLOFAS4_ltr
229,229,,1171,5685,,,,Canada,-66.3923,56.564,-66.425,56.525,8237.8,HYLAK,52.37,HYLAK,191.6,GLOFAS4,135.6966,GLOFAS4_ltr
231,231,,1186,431,,,,Canada,-98.9234,58.9723,-98.975,58.925,14841.6,HYLAK,128.56,HYLAK,160.8,GLOFAS4,117.2285,GLOFAS4_ltr
232,232,,1188,794,,,Clear Lake,United States of America,-122.6465,38.9311,-122.625,38.925,1199.8,HYLAK,156.02,HYLAK,5.4,GLOFAS4,14.3695,GLOFAS4_ltr
233,233,,1198,369,,,Aishihik,Canada,-136.9998,61.2029,-137.025,61.175,2547.8,HYLAK,147.43,HYLAK,5.4,GLOFAS4,23.6508,GLOFAS4_ltr
234,234,,1199,723,,,Devils Lake,United States of America,-98.6037,47.957,-98.775,48.025,8623.3,HYLAK,343.2,HYLAK,157.2,GLOFAS4,5.2198,GLOFAS4_ltr
235,235,,1221,620,,,Pelican,Canada,-100.3073,52.5722,-100.375,52.575,1060.3,HYLAK,154.84,HYLAK,5.4,GLOFAS4,2.6302,GLOFAS4_ltr
236,236,,1223,469,,,,Canada,-69.1813,56.5681,-69.125,56.625,64867.7,HYLAK,121.8,HYLAK,833.1,GLOFAS4,712.8546,GLOFAS4_ltr
237,237,,1227,694,,,,Canada,-75.4011,49.5045,-75.175,49.425,5595.3,HYLAK,152.57,HYLAK,171.7,GLOFAS4,109.2179,GLOFAS4_ltr
238,238,,1234,7936,,,,Canada,-94.7354,50.0725,-94.775,50.075,71240.4,HYLAK,84.2,HYLAK,457.2,GLOFAS4,462.0154,GLOFAS4_ltr
239,239,,1237,603,,,,Canada,-93.3323,53.0992,-93.325,53.075,13271.7,HYLAK,183.91,HYLAK,193.4,GLOFAS4,97.898,GLOFAS4_ltr
240,240,,1239,352,,,Tazlina Lake,United States of America,-146.2369,62.0098,-146.225,62.025,5057,HYLAK,157.13,HYLAK,300,GLOFAS4,116.2304,GLOFAS4_ltr
241,241,,1242,502,,,,Canada,-97.0366,55.7293,-97.075,55.725,15246.3,HYLAK,117.5,HYLAK,141,GLOFAS4,55.3006,GLOFAS4_ltr
242,242,,1251,640,,,,Canada,-76.7437,51.4435,-76.725,51.425,39571.1,HYLAK,111.75,HYLAK,1682.5,GLOFAS4,715.822,GLOFAS4_ltr
243,243,,1252,659,,,Savant,Canada,-90.326,50.6837,-90.325,50.675,725.4,HYLAK,128.34,HYLAK,5.4,GLOFAS4,5.1898,GLOFAS4_ltr
244,244,,1292,389,,,,Canada,-136.1165,60.603,-136.125,60.625,4590.3,HYLAK,136.68,HYLAK,5.4,GLOFAS4,57.9029,GLOFAS4_ltr
245,245,,1303,5986,,,,Canada,-103.1828,55.6313,-103.175,55.625,69030.8,HYLAK,53.29,HYLAK,2727.1,GLOFAS4,316.5799,GLOFAS4_ltr
246,246,,1305,660,,,,Canada,-89.2147,50.6636,-89.475,50.625,2571.7,HYLAK,110.85,HYLAK,5.4,GLOFAS4,31.7535,GLOFAS4_ltr
247,247,,1308,512,,,,Canada,-104.2746,55.4071,-104.225,55.425,135998,HYLAK,117.37,HYLAK,4017.4,GLOFAS4,339.1508,GLOFAS4_ltr
248,248,,1345,465,,,,Canada,-68.3757,56.6261,-68.325,56.625,5939.2,HYLAK,132.84,HYLAK,5.4,GLOFAS4,47.3388,GLOFAS4_ltr
249,249,,1347,753,,,,Canada,-73.9579,45.4066,-73.925,45.375,147300,HYLAK,153.09,HYLAK,930.7,GLOFAS4,1907.9332,GLOFAS4_ltr
251,251,,1047,457,,,,Canada,-103.3031,57.0712,-103.325,56.975,1540.8,HYLAK,291.78,HYLAK,5.4,GLOFAS4,8.1249,GLOFAS4_ltr
252,252,,1379,485,,,Otelnuc,Canada,-68.3129,56.1093,-68.275,56.125,7596.3,HYLAK,128.84,HYLAK,5.4,GLOFAS4,77.0956,GLOFAS4_ltr
253,253,,1396,434,,,,Canada,-98.3815,58.8587,-98.375,58.875,18613.8,HYLAK,170.45,HYLAK,182.5,GLOFAS4,144.2329,GLOFAS4_ltr
254,254,,771,467,,,Wasekamio and Turnor,Canada,-108.4221,56.6146,-108.425,56.625,2952.3,HYLAK,368.98,HYLAK,5.4,GLOFAS4,5.4323,GLOFAS4_ltr
255,255,,1442,505,,,,Canada,-97.7825,55.5987,-97.775,55.575,12151.7,HYLAK,119.74,HYLAK,128.3,GLOFAS4,42.1371,GLOFAS4_ltr
257,257,,1449,651,,,Adams,Canada,-119.6604,50.9485,-119.675,50.925,3081.1,HYLAK,131.85,HYLAK,5.4,GLOFAS4,54.5395,GLOFAS4_ltr
258,258,,1451,682,,,,Canada,-77.1854,49.8557,-77.175,49.825,31460.3,HYLAK,122.34,HYLAK,403,GLOFAS4,529.1737,GLOFAS4_ltr
259,259,,1468,6586,,,,Canada,-90.6824,54.0802,-90.675,54.075,43874.7,HYLAK,99.27,HYLAK,280.1,GLOFAS4,320.5924,GLOFAS4_ltr
260,260,,1477,708,,,Parent,Canada,-77.0438,48.7221,-77.075,48.775,13299,HYLAK,132.85,HYLAK,263.9,GLOFAS4,223.2697,GLOFAS4_ltr
261,261,,1485,418,,,,Canada,-100.8951,59.6362,-100.925,59.625,4434.4,HYLAK,117.92,HYLAK,184.3,GLOFAS4,32.4824,GLOFAS4_ltr
262,262,,1489,506,,,Winefred,Canada,-110.516,55.5886,-110.525,55.575,1193.5,HYLAK,126.16,HYLAK,5.4,GLOFAS4,2.8686,GLOFAS4_ltr
263,263,,1493,852,,,Lake Apopka,United States of America,-81.6729,28.6721,-81.675,28.675,416.1,HYLAK,123.31,HYLAK,5.4,GLOFAS4,3.8694,GLOFAS4_ltr
264,264,,1496,9177,,,,United States of America,-89.5796,40.6907,-89.525,40.775,35246.4,HYLAK,59.49,HYLAK,498.8,GLOFAS4,467.3999,GLOFAS4_ltr
265,265,,1513,654,,,,Canada,-88.9865,50.8548,-89.075,50.775,11255.9,HYLAK,114.81,HYLAK,694,GLOFAS4,115.0588,GLOFAS4_ltr
266,266,,1545,541,,,,Canada,-124.9645,54.8192,-124.925,54.825,8512.1,HYLAK,115.67,HYLAK,229.5,GLOFAS4,99.4054,GLOFAS4_ltr
268,268,,1582,712,,,Nighthawk,Canada,-80.9896,48.5306,-80.975,48.525,2452.1,HYLAK,109.21,HYLAK,5.4,GLOFAS4,30.0406,GLOFAS4_ltr
269,269,,1586,509,,,,Canada,-97.5371,55.5105,-97.575,55.475,1106.6,HYLAK,108.82,HYLAK,5.4,GLOFAS4,5.7364,GLOFAS4_ltr
270,270,,1638,9636,,,Istokpoga Lake,United States of America,-81.2521,27.3354,-81.225,27.375,1685.8,HYLAK,91,HYLAK,5.4,GLOFAS4,11.3193,GLOFAS4_ltr
271,271,,1661,7677,,,,Canada,-86.941,50.8345,-87.125,50.825,15963.2,HYLAK,91.04,HYLAK,1807.2,GLOFAS4,145.7649,GLOFAS4_ltr
275,275,,1713,605,,,,Canada,-91.8927,53.0641,-91.875,53.075,11702,HYLAK,156.74,HYLAK,569.3,GLOFAS4,85.755,GLOFAS4_ltr
277,277,,1732,7158,,,,Canada,-61.0159,52.5705,-61.025,52.575,1608,HYLAK,82.07,HYLAK,5.4,GLOFAS4,34.1754,GLOFAS4_ltr
278,278,,1742,7452,,,,Canada,-87.9219,51.5141,-87.875,51.525,2096.7,HYLAK,93.32,HYLAK,5.4,GLOFAS4,16.3199,GLOFAS4_ltr
279,279,,1758,6013,,,,Canada,-102.5701,55.56,-102.575,55.575,210729,HYLAK,92.43,HYLAK,518.7,GLOFAS4,676.8493,GLOFAS4_ltr
280,280,,1786,4344,,,,Canada,-129.2854,61.2354,-129.275,61.225,4433.4,HYLAK,92.53,HYLAK,372.3,GLOFAS4,104.9548,GLOFAS4_ltr
281,281,,1799,3980,,,,Canada,-95.023,62.465,-95.075,62.475,12934.2,HYLAK,56.48,HYLAK,574.7,GLOFAS4,73.1937,GLOFAS4_ltr
282,282,,7,17,,,Tanganyika,Democratic Republic of the Congo,29.1854,-5.9112,29.175,-5.925,239412,HYLAK,32826.6,HYLAK,965.1,GLOFAS4,1892.9418,GLOFAS4_ltr
283,283,,10,18,,,Malawi,Malawi,35.2365,-14.4177,35.225,-14.375,128727,HYLAK,29544,HYLAK,247.6,GLOFAS4,1535.0797,GLOFAS4_ltr
284,284,,16,10,,,Ladoga,Russia,31.0329,59.9528,31.075,59.975,279581,HYLAK,17444,HYLAK,748.2,GLOFAS4,2424.3138,GLOFAS4_ltr
286,286,,20,78,,,Titicaca,Bolivia,-69.029,-16.5586,-69.025,-16.575,56588.1,HYLAK,8002.51,HYLAK,647,GLOFAS4,456.5302,GLOFAS4_ltr
287,287,,21,72,,,Nicaragua,Nicaragua,-84.7819,11.1224,-84.825,11.125,25625.4,HYLAK,7833.32,HYLAK,459,GLOFAS4,369.7715,GLOFAS4_ltr
289,289,,30,159,,,Albert,Uganda,31.4105,2.7614,31.425,2.725,416661,HYLAK,5526.92,HYLAK,905.4,GLOFAS4,4795.1238,GLOFAS4_ltr
290,290,,36,167,,,Mweru,Democratic Republic of the Congo,28.879,-8.4915,28.875,-8.475,216299,HYLAK,5042.56,HYLAK,475.3,GLOFAS4,1258.2996,GLOFAS4_ltr
291,291,,50,103,,,Peipsi,Russia,27.7311,58.9853,27.675,58.975,47673.7,HYLAK,3489,HYLAK,336.1,GLOFAS4,329.2825,GLOFAS4_ltr
292,292,,55,154,,,Tana,Ethiopia,37.407,11.5737,37.425,11.575,15133.2,HYLAK,3059.34,HYLAK,291,GLOFAS4,362.416,GLOFAS4_ltr
293,293,,67,163,,,Kivu,Rwanda,28.8928,-2.4886,28.875,-2.425,7421.8,HYLAK,2400.88,HYLAK,263.9,GLOFAS4,268.9686,GLOFAS4_ltr
294,294,,69,162,,,Edward,Democratic Republic of the Congo,29.602,-0.1409,29.625,-0.175,26839,HYLAK,2241.98,HYLAK,253,GLOFAS4,629.9341,GLOFAS4_ltr
295,295,,73,,,,,,,,-54.725,-2.425,488500,GLWD,2210.5,GLWD,3674.1,GLOFAS4,14790.6501,GLOFAS4_ltr
296,296,,81,169,,,Bangweulu,Zambia,29.8145,-11.431,29.825,-11.375,16608.3,HYLAK,1763.53,HYLAK,115.7,GLOFAS4,133.5228,GLOFAS4_ltr
297,297,,90,164,,,Mai-Ndombe,Democratic Republic of the Congo,18.1778,-2.7154,18.225,-2.675,48905,HYLAK,2316.21,HYLAK,927.1,GLOFAS4,1137.0896,GLOFAS4_ltr
298,298,,94,87,,,Buenos Aires,Chile,-72.8015,-46.8397,-72.775,-46.825,14860.8,HYLAK,1763.81,HYLAK,271.1,GLOFAS4,462.0654,GLOFAS4_ltr
299,299,,95,104,,,Vattern,Sweden,15.039,58.5323,15.025,58.525,6369.1,HYLAK,1888.04,HYLAK,130.1,GLOFAS4,43.5316,GLOFAS4_ltr
301,301,,117,90,,,Argentino,Argentina,-71.978,-50.2304,-71.975,-50.225,9811.2,HYLAK,1319.94,HYLAK,269.3,GLOFAS4,679.3492,GLOFAS4_ltr
302,302,,119,168,,,Mweru wa Ntipa,Zambia,29.4447,-8.9441,29.525,-8.875,11430.6,HYLAK,1449.04,HYLAK,6939.7,GLOFAS4,92.2099,GLOFAS4_ltr
303,303,,133,79,,,Poopo,Bolivia,-67.0156,-19.1593,-67.025,-19.125,102963,HYLAK,2247.91,HYLAK,750,GLOFAS4,708.2601,GLOFAS4_ltr
304,304,,134,,,,,,,,-52.225,-1.675,482600,GLWD,1260,GLWD,319.9,GLOFAS4,10857.7362,GLOFAS4_ltr
305,305,,136,95,,,Vygozero,Russia,34.3807,63.8684,34.325,63.825,13426.2,HYLAK,1167.6,HYLAK,717.5,GLOFAS4,154.3141,GLOFAS4_ltr
306,306,,157,98,,,Paijanne,Finland,25.5964,61.2838,25.575,61.275,21978.9,HYLAK,1270.47,HYLAK,603.6,GLOFAS4,235.0848,GLOFAS4_ltr
307,307,,160,101,,,Beloye,Russia,38.1015,60.0434,37.975,60.075,13589.2,HYLAK,1182.4,HYLAK,218.7,GLOFAS4,98.1181,GLOFAS4_ltr
308,308,,163,102,,,Malaren,Sweden,18.071,59.3218,18.075,59.325,22682.2,HYLAK,1083.13,HYLAK,213.3,GLOFAS4,154.0775,GLOFAS4_ltr
310,310,,176,71,,,Managua,Nicaragua,-86.1073,12.2026,-86.125,12.225,6196.7,HYLAK,1060.87,HYLAK,184.3,GLOFAS4,89.2147,GLOFAS4_ltr
311,311,,186,1080,,,Topozero,Russia,32.7385,65.3843,31.425,65.775,15316.5,HYLAK,973,HYLAK,569.3,GLOFAS4,31.2222,GLOFAS4_ltr
315,315,,219,996,,,Colhue Huapi,Argentina,-68.6955,-45.6629,-68.575,-45.625,29104,HYLAK,623.21,HYLAK,121.1,GLOFAS4,27.7073,GLOFAS4_ltr
316,316,,228,1103,,,Seg,Russia,33.9553,63.3801,33.925,63.375,4627.7,HYLAK,778.69,HYLAK,375.9,GLOFAS4,61.5112,GLOFAS4_ltr
317,317,,250,1255,,,Manych-Gudilo,Russia,41.8531,46.5524,42.325,46.525,25205.4,HYLAK,788.34,HYLAK,72.3,GLOFAS4,12.703,GLOFAS4_ltr
318,318,,255,1590,,,Tumba,Democratic Republic of the Congo,17.8188,-0.6903,17.825,-0.625,7096.4,HYLAK,744.89,HYLAK,392.2,GLOFAS4,156.653,GLOFAS4_ltr
319,319,,273,1071,,,Pya,Russia,31.3966,65.8949,31.075,66.275,8811.3,HYLAK,865.63,HYLAK,426.5,GLOFAS4,124.9339,GLOFAS4_ltr
320,320,,277,907,,,Coari,Brazil,-63.1414,-4.0747,-63.125,-4.075,35584.1,HYLAK,642,HYLAK,1371.7,GLOFAS4,1862.2046,GLOFAS4_ltr
321,321,,283,,,,,,,,-55.925,-1.725,137500,GLWD,628.2,GLWD,2492.1,GLOFAS4,4914.7336,GLOFAS4_ltr
322,322,,295,1698,,,Taupo,New Zealand,176.0604,-38.6903,176.075,-38.675,3421.6,HYLAK,611.94,HYLAK,5.4,GLOFAS4,108.6167,GLOFAS4_ltr
323,323,,310,1251,,,Balaton,Hungary,18.0446,46.9117,18.075,46.875,5746.8,HYLAK,577.21,HYLAK,72.3,GLOFAS4,29.7368,GLOFAS4_ltr
324,324,,314,1617,,,Upemba,Democratic Republic of the Congo,26.3039,-8.5785,26.375,-8.625,71725.2,HYLAK,607.97,HYLAK,5.4,GLOFAS4,74.1564,GLOFAS4_ltr
325,325,,99,161,,,Kyoga,Uganda,32.349,1.6134,32.375,1.625,318838,HYLAK,2788.19,HYLAK,914.5,GLOFAS4,2883.1146,GLOFAS4_ltr
326,326,,327,1261,,,Geneva,Switzerland,6.1499,46.2059,6.175,46.225,7969,HYLAK,571.63,HYLAK,253,GLOFAS4,259.5428,GLOFAS4_ltr
327,327,,343,990,,,Nahuel Huapi,Argentina,-71.1535,-41.0552,-71.125,-41.025,3989.3,HYLAK,528.44,HYLAK,5.4,GLOFAS4,142.7973,GLOFAS4_ltr
328,328,,346,12250,,,,Finland,25.9518,62.7392,25.775,62.675,2136.2,HYLAK,97.6,HYLAK,361.4,GLOFAS4,55.6998,GLOFAS4_ltr
329,329,,352,1243,,,Constance,Switzerland,8.8621,47.657,8.975,47.675,11459.7,HYLAK,522.02,HYLAK,312.6,GLOFAS4,361.4446,GLOFAS4_ltr
330,330,,369,1135,,,Nasijarvi,Finland,23.6907,61.5114,23.775,61.475,7723.4,HYLAK,303.61,HYLAK,403,GLOFAS4,69.2884,GLOFAS4_ltr
331,331,,387,1160,,,Hjalmaren,Sweden,16.2923,59.2716,16.275,59.275,3895.1,HYLAK,474.39,HYLAK,5.4,GLOFAS4,27.8273,GLOFAS4_ltr
333,333,,416,987,,,Ranco,Chile,-72.5687,-40.2646,-72.575,-40.275,3592.8,HYLAK,426.6,HYLAK,5.4,GLOFAS4,244.2524,GLOFAS4_ltr
335,335,,427,1149,,,Vozhe,Russia,38.9313,60.7645,38.925,60.775,6653.7,HYLAK,388.23,HYLAK,354.2,GLOFAS4,54.3174,GLOFAS4_ltr
336,336,,434,1156,,,Kubenskoye,Russia,39.796,59.5165,39.725,59.475,14501,HYLAK,427.83,HYLAK,271.1,GLOFAS4,119.7116,GLOFAS4_ltr
337,337,,440,898,,,,Brazil,-56.8865,-2.7781,-56.975,-2.825,6370.7,HYLAK,321.62,HYLAK,554.8,GLOFAS4,355.29,GLOFAS4_ltr
338,338,,446,903,,,,Brazil,-57.734,-3.3662,-57.725,-3.425,85056.6,HYLAK,388.07,HYLAK,1774.7,GLOFAS4,1346.9314,GLOFAS4_ltr
339,339,,448,995,,,Musters,Argentina,-69.1437,-45.5597,-69.175,-45.525,2261.7,HYLAK,410.52,HYLAK,5.4,GLOFAS4,0.7686,GLOFAS4_ltr
341,341,,472,1085,,,Sredneye Kuyto,Russia,31.9604,64.8624,31.925,64.875,8891.6,HYLAK,445.86,HYLAK,428.3,GLOFAS4,106.337,GLOFAS4_ltr
342,342,,476,892,,,Lago Grande Do Curuai,Brazil,-55.0698,-2.2367,-55.075,-2.225,3293.6,HYLAK,944.75,HYLAK,5.4,GLOFAS4,159.8067,GLOFAS4_ltr
343,343,,481,1180,,,Neagh,United Kingdom,-6.4688,54.7506,-6.475,54.725,4632.2,HYLAK,374.73,HYLAK,119.3,GLOFAS4,55.8469,GLOFAS4_ltr
344,344,,499,,,,,,,,15.325,-4.275,3632700,GLWD,363.6,GLWD,6412,GLOFAS4,49866.3807,GLOFAS4_ltr
345,345,,505,1282,,,Garda,Italy,10.6934,45.4481,10.675,45.475,2222.6,HYLAK,354.81,HYLAK,5.4,GLOFAS4,52.927,GLOFAS4_ltr
346,346,,513,899,,,,Brazil,-58.1446,-2.8111,-58.125,-2.825,12642.2,HYLAK,365.67,HYLAK,1156.6,GLOFAS4,752.3449,GLOFAS4_ltr
347,347,,522,1121,,,Vodlozero,Russia,36.7687,62.2282,37.075,62.225,1369.9,HYLAK,353.71,HYLAK,5.4,GLOFAS4,49.3355,GLOFAS4_ltr
348,348,,525,,,,,,,,-3.175,15.825,3200,GLWD,348.4,GLWD,5.4,GLOFAS4,2.7476,GLOFAS4_ltr
349,349,,533,1136,,,Lacha,Russia,38.9284,61.4635,38.925,61.475,12715.9,HYLAK,300.19,HYLAK,497,GLOFAS4,112.444,GLOFAS4_ltr
350,350,,560,905,,,Biarini,Brazil,-63.0202,-3.5582,-62.975,-3.525,9945.3,HYLAK,249.6,HYLAK,323.5,GLOFAS4,540.1254,GLOFAS4_ltr
351,351,,586,1627,,,Malombe,Malawi,35.2765,-14.7682,35.225,-14.725,130759,HYLAK,309.57,HYLAK,247.6,GLOFAS4,1536.1036,GLOFAS4_ltr
352,352,,588,999,,,Cochrane,Chile,-72.4885,-47.2187,-72.525,-47.225,2569.6,HYLAK,298.95,HYLAK,5.4,GLOFAS4,41.9008,GLOFAS4_ltr
353,353,,594,1043,,,Tornetrask,Sweden,19.9883,68.2038,20.225,68.025,4802.7,HYLAK,327.45,HYLAK,5.4,GLOFAS4,60.3274,GLOFAS4_ltr
354,354,,595,1706,,,Wakatipu,New Zealand,168.73,-45.0265,168.725,-45.025,3061.8,HYLAK,290.88,HYLAK,5.4,GLOFAS4,144.6553,GLOFAS4_ltr
355,355,,599,10414,,,,Argentina,-57.2043,-28.5253,-57.1243,-28.474,404.1,HYLAK,57.91,HYLAK,5.4,GLOFAS4,10.1458,GLOFAS4_ltr
357,357,,654,1150,,,Siljan,Sweden,14.9971,60.7287,14.975,60.725,12084.5,HYLAK,290.88,HYLAK,534.9,GLOFAS4,151.3241,GLOFAS4_ltr
358,358,,674,1616,,,Kisale,Democratic Republic of the Congo,26.5562,-8.2562,26.575,-8.275,126718,HYLAK,298.23,HYLAK,780.7,GLOFAS4,1346.7737,GLOFAS4_ltr
359,359,,679,1164,,,Vortis-Jarv,Estonia,26.1354,58.3771,26.125,58.375,3530.9,HYLAK,259.79,HYLAK,5.4,GLOFAS4,25.3496,GLOFAS4_ltr
360,360,,683,888,,,,Brazil,-54.8953,-1.963,-55.025,-2.025,25973.2,HYLAK,301.73,HYLAK,155.4,GLOFAS4,516.2894,GLOFAS4_ltr
361,361,,687,1586,,,George,Uganda,30.1611,-0.0682,30.175,-0.075,9630.5,HYLAK,260.7,HYLAK,146.4,GLOFAS4,182.4932,GLOFAS4_ltr
362,362,,698,897,,,,Brazil,-56.7525,-2.7488,-56.775,-2.775,10032,HYLAK,226.43,HYLAK,614.5,GLOFAS4,551.0746,GLOFAS4_ltr
364,364,,710,1072,,,Uddjaur,Sweden,17.9937,65.8771,17.975,65.875,5502.3,HYLAK,247.51,HYLAK,466.3,GLOFAS4,96.0921,GLOFAS4_ltr
366,366,,731,876,,,Zapatosa,Colombia,-73.9014,9.0521,-73.975,9.025,22165.8,HYLAK,286.55,HYLAK,574.7,GLOFAS4,708.643,GLOFAS4_ltr
367,367,,741,1592,,,Onangue,Gabon,10.0272,-0.8731,10.025,-0.875,1967.4,HYLAK,249.01,HYLAK,5.4,GLOFAS4,72.7882,GLOFAS4_ltr
368,368,,758,1068,,,Hornavan,Sweden,17.8564,66.0734,17.825,66.125,3491.4,HYLAK,224.59,HYLAK,5.4,GLOFAS4,69.9192,GLOFAS4_ltr
369,369,,785,1525,,,Debo,Mali,-4.2604,15.438,-4.225,15.375,302862,HYLAK,119.86,HYLAK,334.3,GLOFAS4,1806.5949,GLOFAS4_ltr
370,370,,820,,,,,,,,-2.625,30.825,37100,GLWD,228.9,GLWD,5.4,GLOFAS4,1.2329,GLOFAS4_ltr
371,371,,826,904,,,Badajos,Brazil,-62.6787,-3.4179,-62.675,-3.375,6246.5,HYLAK,159.74,HYLAK,1733.1,GLOFAS4,398.3272,GLOFAS4_ltr
372,372,,831,989,,,Rupanco,Chile,-72.6876,-40.7881,-72.725,-40.775,992.4,HYLAK,231.32,HYLAK,5.4,GLOFAS4,68.9185,GLOFAS4_ltr
373,373,,832,1705,,,Wanaka,New Zealand,169.1553,-44.6639,169.125,-44.675,2587.2,HYLAK,195.3,HYLAK,5.4,GLOFAS4,146.8682,GLOFAS4_ltr
374,374,,834,12727,,,,Sweden,17.2009,60.4089,17.175,60.375,28039.4,HYLAK,59.9,HYLAK,798.8,GLOFAS4,338.4257,GLOFAS4_ltr
375,375,,835,900,,,Grande de Manacapuru,Brazil,-61.2486,-3.0147,-61.275,-3.025,9419,HYLAK,170.3,HYLAK,598.2,GLOFAS4,579.9519,GLOFAS4_ltr
376,376,,838,1090,,,,Russia,32.0562,64.4562,32.075,64.425,2472,HYLAK,209.76,HYLAK,5.4,GLOFAS4,30.8803,GLOFAS4_ltr
377,377,,840,1284,,,Yalpug,Ukraine,28.7062,45.3354,28.675,45.325,4210.8,HYLAK,225.08,HYLAK,5.4,GLOFAS4,9.1038,GLOFAS4_ltr
378,378,,861,1046,,,Lovozero,Russia,35.1925,67.9863,35.225,67.975,1481.5,HYLAK,168.84,HYLAK,5.4,GLOFAS4,25.4873,GLOFAS4_ltr
379,379,,875,1247,,,,Russia,40.7772,47.1104,40.775,47.125,48327.5,HYLAK,204.47,HYLAK,106.6,GLOFAS4,36.9192,GLOFAS4_ltr
380,380,,878,,,,,,,,-60.925,-3.125,2169900,GLWD,212.6,GLWD,937.9,GLOFAS4,675.4329,GLOFAS4_ltr
381,381,,886,1119,,,Juojarvi,Finland,28.798,62.5395,28.775,62.575,1981.2,HYLAK,225.81,HYLAK,5.4,GLOFAS4,20.6332,GLOFAS4_ltr
382,382,,422,97,,,Iso-Kallan,Finland,27.912,62.3053,28.7251,62.3749,18720.8,HYLAK,1133.97,HYLAK,318.1,GLOFAS4,180.3365,GLOFAS4_ltr
383,383,,889,896,,,Amana,Brazil,-64.6205,-2.7132,-64.625,-2.725,3434.9,HYLAK,104.18,HYLAK,560.2,GLOFAS4,212.9075,GLOFAS4_ltr
384,384,,893,1249,,,Neuchatel,Switzerland,7.0187,47.0021,7.025,47.025,2465.8,HYLAK,210.29,HYLAK,5.4,GLOFAS4,52.4019,GLOFAS4_ltr
385,385,,896,906,,,Mamia,Brazil,-62.9582,-4.071,-62.925,-4.075,5413.4,HYLAK,180.7,HYLAK,379.5,GLOFAS4,318.6088,GLOFAS4_ltr
386,386,,897,1127,,,Femunden,Norway,11.8787,61.9331,11.925,61.925,2595.9,HYLAK,202.4,HYLAK,5.4,GLOFAS4,21.2582,GLOFAS4_ltr
387,387,,901,1114,,,Virmasvesi,Finland,26.549,62.7579,26.775,62.725,3774.1,HYLAK,277.06,HYLAK,5.4,GLOFAS4,48.366,GLOFAS4_ltr
388,388,,915,901,,,,Brazil,-60.6493,-3.2931,-60.675,-3.275,13831.5,HYLAK,147.21,HYLAK,937.9,GLOFAS4,823.7588,GLOFAS4_ltr
389,389,,917,1615,,,Zimbambo,Democratic Republic of the Congo,26.8854,-7.9938,26.925,-8.025,1057.4,HYLAK,164.56,HYLAK,5.4,GLOFAS4,10.2323,GLOFAS4_ltr
390,390,,919,1082,,,,Russia,31.0635,65.0928,30.925,65.075,5888,HYLAK,193.78,HYLAK,352.4,GLOFAS4,81.4388,GLOFAS4_ltr
391,391,,346,1117,,,Keitele,Finland,26.357,62.6157,26.325,62.625,12369.5,HYLAK,640.85,HYLAK,475.3,GLOFAS4,55.0917,GLOFAS4_ltr
392,392,,941,891,,,,Brazil,-56.7037,-2.1962,-56.725,-2.175,24303.6,HYLAK,202.37,HYLAK,1012,GLOFAS4,1342.8529,GLOFAS4_ltr
394,394,,953,889,,,,Brazil,-56.3404,-2.1568,-56.325,-2.175,25985.3,HYLAK,357.76,HYLAK,1134.9,GLOFAS4,1591.298,GLOFAS4_ltr
397,397,,1006,,,,,,,,-56.975,-28.225,1100,GLWD,185.7,GLWD,5.4,GLOFAS4,34.7826,GLOFAS4_ltr
