FID,LAK_ID,RES_ID,GLWD_ID,HYLAK_ID,GRAND_ID,INT_CODE,LAKE_NAME,COUNTRY,LONG_DD,LAT_DD,LisfloodX,LisfloodY,CATCH_SKM,CATCH_SRC,AREA_SKM,AREA_SRC,WIDTH_M,WIDTH_SRC,DISAVG_CMS,DIS_SRC
398,398,,1023,1084,,,Kianta,Finland,28.8969,64.8914,28.975,64.875,3088.8,HYLAK,189.72,HYLAK,5.4,GLOFAS4,26.9184,GLOFAS4_ltr
399,399,,1028,1170,,,Bolmen,Sweden,13.6562,56.7656,13.675,56.775,1637.5,HYLAK,172.52,HYLAK,5.4,GLOFAS4,15.7432,GLOFAS4_ltr
400,400,,1030,1139,,,Langelmavesi,Finland,24.1445,61.4201,24.175,61.425,1552.5,HYLAK,177.78,HYLAK,5.4,GLOFAS4,17.3214,GLOFAS4_ltr
401,401,,1034,,,,,,,,-58.775,-3.975,2800,GLWD,180.6,GLWD,862,GLOFAS4,1190.1202,GLOFAS4_ltr
402,402,,1042,13113,,,Asnen,Sweden,14.7646,56.5486,14.725,56.575,3141.5,HYLAK,80.29,HYLAK,5.4,GLOFAS4,18.6312,GLOFAS4_ltr
403,403,,1046,1614,,,Kabamba,Democratic Republic of the Congo,26.9789,-7.8471,27.025,-7.875,157031,HYLAK,108.91,HYLAK,211.4,GLOFAS4,159.2085,GLOFAS4_ltr
404,404,,1057,1193,,,Corrib,Ireland,-9.076,53.3115,-9.075,53.325,3038.6,HYLAK,159.93,HYLAK,5.4,GLOFAS4,59.1666,GLOFAS4_ltr
405,405,,1080,1582,,,Bisina,Uganda,33.8355,1.6812,33.875,1.675,10082.1,HYLAK,153.41,HYLAK,122.9,GLOFAS4,164.4702,GLOFAS4_ltr
407,407,,1109,982,,,Villarrica,Chile,-72.2263,-39.2737,-72.225,-39.275,2944.9,HYLAK,171.69,HYLAK,5.4,GLOFAS4,186.0226,GLOFAS4_ltr
409,409,,1115,1242,,,Neusiedl,Hungary,16.8012,47.6714,16.825,47.675,1142.6,HYLAK,141.51,HYLAK,5.4,GLOFAS4,7.9751,GLOFAS4_ltr
410,410,,1134,1624,,,Kampolombo,Zambia,29.7354,-11.6723,29.725,-11.675,1221,HYLAK,165.24,HYLAK,121.1,GLOFAS4,13.2537,GLOFAS4_ltr
411,411,,1137,908,,,Aiapua,Brazil,-62.104,-4.4385,-62.125,-4.475,1732.2,HYLAK,123.44,HYLAK,5.4,GLOFAS4,289.4023,GLOFAS4_ltr
412,412,,1159,,,,,,,,30.375,9.375,1000,GLWD,161.3,GLWD,5.4,GLOFAS4,5226.6245,GLOFAS4_ltr
413,413,,1195,1005,,,Blanc,Chile,-68.9615,-53.9738,-68.975,-53.975,1042.6,HYLAK,144.31,HYLAK,5.4,GLOFAS4,13.4324,GLOFAS4_ltr
414,414,,1197,1168,,,,Russia,33.174,57.1284,33.175,57.175,1780.9,HYLAK,147.34,HYLAK,5.4,GLOFAS4,12.9351,GLOFAS4_ltr
415,415,,1201,1140,,,Vanajanselka,Finland,23.7522,61.3281,23.775,61.325,7807.2,HYLAK,161.56,HYLAK,5.4,GLOFAS4,76.0798,GLOFAS4_ltr
416,416,,1207,988,,,Puyehue,Chile,-72.6009,-40.6619,-72.625,-40.675,1002.6,HYLAK,157.24,HYLAK,5.4,GLOFAS4,117.4312,GLOFAS4_ltr
417,417,,1241,902,,,Tefe,Brazil,-64.6945,-3.3392,-64.675,-3.375,24360.1,HYLAK,253.27,HYLAK,1171.1,GLOFAS4,1131.7493,GLOFAS4_ltr
418,418,,1246,1105,,,Lappajarvi,Finland,23.6224,63.2632,23.675,63.225,1521.4,HYLAK,144.44,HYLAK,5.4,GLOFAS4,18.493,GLOFAS4_ltr
422,422,,1314,,,,,,,,-58.875,-3.975,2500,GLWD,141.7,GLWD,5.4,GLOFAS4,250.3627,GLOFAS4_ltr
423,423,,1315,,,,,,,,-4.825,15.725,5700,GLWD,141.6,GLWD,5.4,GLOFAS4,0.0033,GLOFAS4_ltr
424,424,,1355,994,,,General Vintter,Argentina,-71.4194,-43.9104,-71.425,-43.875,496.5,HYLAK,139.04,HYLAK,5.4,GLOFAS4,16.4275,GLOFAS4_ltr
425,425,,1392,1155,,,Tyrifjorden,Norway,9.9981,59.9648,9.975,59.975,10095.4,HYLAK,135.72,HYLAK,309,GLOFAS4,176.1129,GLOFAS4_ltr
427,427,,1414,884,,,,Brazil,-56.4374,-1.4007,-56.425,-1.375,1749.9,HYLAK,109.26,HYLAK,5.4,GLOFAS4,101.0091,GLOFAS4_ltr
428,428,,1420,1165,,,Sommen,Sweden,15.0437,58.1136,15.025,58.075,1893.3,HYLAK,128.96,HYLAK,5.4,GLOFAS4,12.3362,GLOFAS4_ltr
430,430,,1438,1153,,,Randsfjorden,Norway,10.3729,60.2356,10.375,60.275,3740.5,HYLAK,138.88,HYLAK,5.4,GLOFAS4,59.9661,GLOFAS4_ltr
431,431,,1457,10079,,,,Brazil,-57.9946,-3.5078,-57.975,-3.525,79531.1,HYLAK,56.07,HYLAK,5.4,GLOFAS4,231.3779,GLOFAS4_ltr
432,432,,1470,872,,,Guajaro,Colombia,-75.1073,10.4113,-75.125,10.425,903.1,HYLAK,112.88,HYLAK,5.4,GLOFAS4,8.8936,GLOFAS4_ltr
434,434,,1526,13369,,,Erne,United Kingdom,-8.0298,54.4734,-7.975,54.475,4306.5,HYLAK,98.32,HYLAK,5.4,GLOFAS4,67.0826,GLOFAS4_ltr
436,436,,1583,983,,,Calafquem,Chile,-72.1043,-39.5482,-72.075,-39.525,750.1,HYLAK,114.62,HYLAK,5.4,GLOFAS4,57.0117,GLOFAS4_ltr
437,437,,1588,12404,,,,Russia,38.4817,62.1043,38.525,62.125,8787.3,HYLAK,69.56,HYLAK,460.8,GLOFAS4,47.136,GLOFAS4_ltr
438,438,,1622,1141,,,,Finland,24.0365,61.2779,24.075,61.275,4206.9,HYLAK,115.72,HYLAK,5.4,GLOFAS4,38.3346,GLOFAS4_ltr
439,439,,1632,1158,,,,Russia,28.1896,59.3515,28.175,59.325,56072.3,HYLAK,106.88,HYLAK,366.9,GLOFAS4,397.0592,GLOFAS4_ltr
440,440,,1634,985,,,Ranguipulli,Chile,-72.1172,-39.8419,-72.125,-39.875,3910.4,HYLAK,110.56,HYLAK,5.4,GLOFAS4,240.8872,GLOFAS4_ltr
441,441,,1645,10545,,,Laj,Chile,-71.374,-37.376,-71.325,-37.375,966.7,HYLAK,64.93,HYLAK,5.4,GLOFAS4,33.1623,GLOFAS4_ltr
442,442,,1650,,,,,,,,-3.825,16.175,1900,GLWD,110.3,GLWD,5.4,GLOFAS4,0.0237,GLOFAS4_ltr
443,443,,1660,12186,,,,Finland,28.2008,63.2031,28.225,63.225,2319,HYLAK,88.62,HYLAK,5.4,GLOFAS4,27.5316,GLOFAS4_ltr
444,444,,1669,10082,,,,Brazil,-61.4404,-3.5524,-61.475,-3.525,1856.8,HYLAK,64.49,HYLAK,5.4,GLOFAS4,121.1074,GLOFAS4_ltr
446,446,,1694,1188,,,Ree,Ireland,-7.9569,53.4347,-7.975,53.475,4570.5,HYLAK,103.26,HYLAK,5.4,GLOFAS4,69.2605,GLOFAS4_ltr
447,447,,1718,1054,,,Virihaure,Sweden,16.5192,67.417,16.575,67.375,770,HYLAK,111.69,HYLAK,5.4,GLOFAS4,37.104,GLOFAS4_ltr
449,449,,1772,13146,,,,Russia,34.5395,56.1465,34.525,56.125,6741.9,HYLAK,60.8,HYLAK,245.8,GLOFAS4,39.2194,GLOFAS4_ltr
450,450,,1774,1618,,,Kabele,Democratic Republic of the Congo,26.0427,-8.8979,25.975,-8.925,1855.8,HYLAK,116.17,HYLAK,5.4,GLOFAS4,20.2992,GLOFAS4_ltr
451,451,,1788,12019,,,,Finland,27.7854,64.2156,27.775,64.225,8152.4,HYLAK,94.45,HYLAK,431.9,GLOFAS4,69.323,GLOFAS4_ltr
452,452,,1800,,,,,,,,-58.225,-28.725,18800,GLWD,100.9,GLWD,310.8,GLOFAS4,160.2536,GLOFAS4_ltr
453,453,,1663,15109,,,Chengdong,China,116.4234,32.3886,116.425,32.375,2189.2,HYLAK,92.32,HYLAK,5.4,GLOFAS4,38.8973,GLOFAS4_ltr
454,454,,1904,1587,,,Semajang,Indonesia,116.534,-0.2455,116.475,-0.225,2192.9,HYLAK,104.56,HYLAK,722.9,GLOFAS4,98.2151,GLOFAS4_ltr
455,455,,1781,1248,,,Luzern,Switzerland,8.3114,47.0526,8.325,47.075,2222.9,HYLAK,109.72,HYLAK,5.4,GLOFAS4,97.7024,GLOFAS4_ltr
457,457,,1801,16111,,,Kabwe,Democratic Republic of the Congo,25.9785,-9.119,26.025,-9.125,503.2,HYLAK,97.97,HYLAK,5.4,GLOFAS4,2.0505,GLOFAS4_ltr
458,458,,1701,1553,,,Iro,Chad,19.3737,10.0736,19.375,10.075,572.4,HYLAK,119.42,HYLAK,5.4,GLOFAS4,0.507,GLOFAS4_ltr
459,459,,2707,3123,,,,Canada,-106.3328,65.2415,-106.425,65.225,13031.2,HYLAK,69.77,HYLAK,1552.4,GLOFAS4,79.6704,GLOFAS4_ltr
460,460,,333,5101,,,,Canada,-105.8044,58.856,-105.825,58.875,20776.5,HYLAK,50.77,HYLAK,169.9,GLOFAS4,134.1918,GLOFAS4_ltr
461,461,,1231,435,,,,Canada,-97.5996,58.8297,-97.625,58.825,37339.5,HYLAK,136.23,HYLAK,2597,GLOFAS4,276.7036,GLOFAS4_ltr
462,462,,2801,,,,,,,,-98.425,58.025,6900,GLWD,64.6,GLWD,133.7,GLOFAS4,68.9519,GLOFAS4_ltr
464,,2,,,408,I18703253,,United States,,,-114.925,42.825,66207,GRAND,2.65,GRAND,585.4194,EXP,249.5,GLOFAS4_ltr
465,,3,,,717,I03100819,Lac du Bonnet Reservoir,Canada,,,-95.975,50.375,134458,GRAND,118.23,GRAND,879.2131,EXP,935.1,GLOFAS4_ltr
466,,4,,,704,I03100747,,Canada,,,-94.3764,56.3747,992864,GRAND,29.61,GRAND,2770.438,EXP,3613.4,GLOFAS4_ltr
467,,29,2979,,2025,I03100959,,Canada,,,-72.975,47.825,21763,GRAND,60.4,GRAND,309.095,EXP,366.6,GLOFAS4_ltr
468,,38,3639,,6626,I00900113,Mulwala,Australia,,,145.975,-36.025,26108,GRAND,35.44,GRAND,343.142,EXP,133.7,GLOFAS4_ltr
469,,40,3608,,,I18700939,,United States,,,-119.625,47.975,195400,GLWD,49.5,GLWD,1089.6452,EXP,2685.7,GLOFAS4_ltr
470,,47,3328,,,I18700502,,United States,,,-121.875,45.675,624500,GLWD,53.03,GDW,2123.0398,EXP,5259.6,GLOFAS4_ltr
471,,54,,,895,I18701934,Lewis and Clark Lake,United States,,,-97.475,42.825,705931,GRAND,84.87,GRAND,2277.7969,EXP,747.4,GLOFAS4_ltr
472,,57,2398,,2331,I03500053,,Chile,,,-71.575,-34.025,13293,GRAND,53.31,GRAND,232.9105,EXP,285.3,GLOFAS4_ltr
473,,60,3612,,,I18711023,,United States,,,-91.225,43.575,172200,GLWD,109.866,GDW,1013.3848,EXP,1274.7,GLOFAS4_ltr
474,,63,3607,,5153,,Bueng Boraphet,Thailand,,,100.275,15.675,3621,GRAND,44.19,GRAND,110.3991,EXP,901.4,GLOFAS4_ltr
475,,72,3470,,,I18711022,,United States,,,-91.325,43.875,166400,GLWD,63.347,GDW,993.648,EXP,1199.6,GLOFAS4_ltr
476,,80,3304,,4482,I16600007,,Sudan,,,33.625,13.525,202961,GRAND,20.21,GRAND,1113.6537,EXP,4518.8,GLOFAS4_ltr
477,,83,1135,,2078,I03100956,Lake Saint Lawrence,United States,,,-74.775,45.025,771612,GRAND,147.31,GRAND,2397.1468,EXP,7714.3,GLOFAS4_ltr
478,,86,2236,,,I18705949,,United States,,,-119.975,46.875,247800,GLWD,50.226,GDW,1248.8616,EXP,3075.6,GLOFAS4_ltr
479,,98,3685,,2546,I02400498,,Brazil,,,-44.575,-22.525,13530,GRAND,29.97,GRAND,235.2853,EXP,363.3,GLOFAS4_ltr
480,,104,2956,,4481,I16600003,,Sudan,,,35.925,14.925,100616,GRAND,100.27,GRAND,744.405,EXP,1353.8,GLOFAS4_ltr
481,,109,2845,,1880,I18703168,Logan Martin Lake,United States,,,-86.325,33.425,20144,GRAND,55.76,GRAND,295.6781,EXP,333.3,GLOFAS4_ltr
482,,112,2825,,,I18703569,,United States,,,-87.375,32.125,53800,GLWD,47.199,GDW,519.6756,EXP,837.7,GLOFAS4_ltr
483,,116,2410,,2400,I02400102,,Brazil,,,-48.725,-22.175,36585,GRAND,44.18,GRAND,416.4759,EXP,679.8,GLOFAS4_ltr
484,,122,506,,3647,I12800017,,Nigeria,,,4.775,9.125,1610750,GRAND,274.76,GRAND,3657.4598,EXP,2954.4,GLOFAS4_ltr
485,,128,468,,279,I03100227,Kootenay,Canada,,,-117.475,49.475,46402,GRAND,421.55,GRAND,477.3663,EXP,616.2,GLOFAS4_ltr
486,,130,2620,,,I18711024,,United States,,,-91.075,43.225,177300,GLWD,82.089,GDW,1030.5069,EXP,1322.2,GLOFAS4_ltr
487,,150,2045,,,I18703459,,United States,,,-119.275,45.925,553400,GLWD,26.751,GDW,1980.7245,EXP,4753.8,GLOFAS4_ltr
488,,166,,,413,I18703595,Lake Walcott,United States,,,-113.475,42.675,46102,GRAND,30.52,GRAND,475.5921,EXP,214.9,GLOFAS4_ltr
489,,175,2653,,1395,I03100519,La Grande 1,Canada,,,-78.625,53.725,96417,GRAND,77.81,GRAND,726.4095,EXP,1480.2,GLOFAS4_ltr
490,,177,1939,,2514,I02400787,,Brazil,,,-38.225,-9.375,607026,GRAND,79.09,GRAND,2088.7324,EXP,3337.9,GLOFAS4_ltr
491,,191,2973,,2435,I02401131,,Brazil,,,-53.025,-25.525,45857,GRAND,44.8,GRAND,474.1396,EXP,1046.6,GLOFAS4_ltr
492,,204,2173,,1899,I18703605,Mitchell Lake,United States,,,-86.425,32.825,25349,GRAND,19.72,GRAND,337.3794,EXP,407.9,GLOFAS4_ltr
493,,208,3635,,1441,I03100264,,Canada,,,-77.775,46.175,58856,GRAND,45.71,GRAND,547.1738,EXP,714,GLOFAS4_ltr
494,,221,2704,,2041,I03100761,,Canada,,,-66.875,45.975,39659,GRAND,54.27,GRAND,436.2185,EXP,782,GLOFAS4_ltr
495,,236,546,,305,I18700032,Pend Oreille Lake,United States,,,-116.975,48.175,62819,GRAND,360.27,GRAND,568.03,EXP,687.4,GLOFAS4_ltr
496,,237,2237,,2387,I02400446,,Brazil,,,-47.275,-20.175,61116,GRAND,42.5,GRAND,559.1383,EXP,1162.1,GLOFAS4_ltr
497,,240,1947,,629,I18704199,Lake Havasu,United States,,,-114.125,34.275,451274,GRAND,60.79,GRAND,1761.8276,EXP,516.5,GLOFAS4_ltr
498,,241,3357,,1965,I05500001,,El Salvador,,,-88.575,13.625,17087,GRAND,17.98,GRAND,269.0207,EXP,471.7,GLOFAS4_ltr
499,,263,1824,,,,,United States,,,-92.025,44.375,126300,GLWD,31.173,GDW,848.1827,EXP,1033.1,GLOFAS4_ltr
500,,292,1639,,1916,I18702535,Lake Seminole,United States,,,-84.875,30.725,44603,GRAND,83.51,GRAND,466.6526,EXP,562.3,GLOFAS4_ltr
501,,312,606,,2404,I02401084,,Brazil,,,-52.875,-22.625,100865,GRAND,201.44,GRAND,745.462,EXP,1552.4,GLOFAS4_ltr
502,,331,1454,,1764,I18701930,Lake Gaston,United States,,,-77.775,36.475,21809,GRAND,68.84,GRAND,309.4699,EXP,276.9,GLOFAS4_ltr
503,,342,,,2385,I02401386,,Brazil,,,-48.225,-20.025,67559,GRAND,178.4,GRAND,592.2525,EXP,1234.7,GLOFAS4_ltr
504,,351,1329,,6815,I12500036,Manapouri,New Zealand,,,167.625,-45.575,4503,GRAND,132.46,GRAND,125.1162,EXP,260.9,GLOFAS4_ltr
505,,365,1996,,3880,I14300162,,Romania,,,22.525,44.675,560682,GRAND,118.58,GRAND,1995.6448,EXP,5514.4,GLOFAS4_ltr
506,,370,361,,4373,I18300007,Dnieprodzerzhinsk Reservoir,Ukraine,,,34.575,48.525,440022,GRAND,506.72,GRAND,1736.4743,EXP,1315.3,GLOFAS4_ltr
507,,373,471,,4369,I18300019,,Ukraine,,,31.475,49.775,342555,GRAND,470.09,GRAND,1503.9839,EXP,1071.4,GLOFAS4_ltr
508,,376,337,,705,I03100509,Stephens,Canada,,,-94.675,56.375,991521,GRAND,316.85,GRAND,2768.2862,EXP,3602.5,GLOFAS4_ltr
509,,381,1922,,5648,I03604061,,China,,,118.825,26.275,52536,GRAND,56.2,GRAND,512.6312,EXP,1241.4,GLOFAS4_ltr
510,,384,1521,,7188,I03602317,,China,,,108.625,23.975,114298,GRAND,15.4,GRAND,800.932,EXP,1656.6,GLOFAS4_ltr
511,,414,2758,,5763,I03604937,,China,,,109.275,22.675,80084,GRAND,66.54,GRAND,652.9924,EXP,2197.7,GLOFAS4_ltr
512,,422,,,405,I18700716,,United States,,,-116.025,42.975,90100,GRAND,25.16,GRAND,698.6952,EXP,379.4,GLOFAS4_ltr
513,,424,3656,,,I03600024,,China,,,103.625,29.475,76200,GLWD,46.097,GDW,634.6201,EXP,1412.8,GLOFAS4_ltr
514,,439,2921,,,I18702548,,United States,,,-120.725,45.725,568300,GLWD,16.135,GDW,2011.1655,EXP,4924.6,GLOFAS4_ltr
515,,445,823,,4374,I18300006,,Ukraine,,,35.075,47.875,469069,GRAND,131.5,GRAND,1801.3806,EXP,1421.7,GLOFAS4_ltr
516,,449,931,,1075,I18704618,Robert S. Kerr Reservoir,United States,,,-94.775,35.375,375526,GRAND,135.41,GRAND,1585.4538,EXP,1233.5,GLOFAS4_ltr
517,,457,,,2436,I02401107,,Brazil,,,-53.425,-25.525,57096,GRAND,115.13,GRAND,537.7202,EXP,1450.3,GLOFAS4_ltr
518,,459,553,,2394,I02400672,,Brazil,,,-51.625,-20.775,452180,GRAND,289.24,GRAND,1763.8572,EXP,6580.4,GLOFAS4_ltr
519,,464,3029,,2517,I02401391,,Brazil,,,-37.775,-9.625,611799,GRAND,56.14,GRAND,2098.1447,EXP,3335.2,GLOFAS4_ltr
520,,475,1101,,5526,I03604626,,China,,,110.925,28.775,82989,GRAND,113.79,GRAND,666.4867,EXP,2483.7,GLOFAS4_ltr
521,,491,663,,1835,I18706052,Wheeler Lake,United States,,,-87.375,34.825,76615,GRAND,154.76,GRAND,636.6019,EXP,1308.5,GLOFAS4_ltr
522,,493,651,,718,I03101803,,Canada,,,-95.525,50.275,125240,GRAND,164.38,GRAND,844.0889,EXP,856.9,GLOFAS4_ltr
523,,503,161,,2455,I00700093,Grande,Argentina,,,-57.925,-31.275,242476,GRAND,533.46,GRAND,1233.3874,EXP,5478.6,GLOFAS4_ltr
524,,511,811,,3696,I16900116,Stora Lulevatten,Sweden,,,19.825,66.975,10040,GRAND,220.73,GRAND,198.2521,EXP,269.3,GLOFAS4_ltr
525,,581,610,,310,I18702032,Franklin D. Roosevelt,United States,,,-118.975,47.925,194674,GRAND,269.2,GRAND,1087.3193,EXP,2660.6,GLOFAS4_ltr
526,,587,274,,4483,I16600005,Roseires Reservoir,Sudan,,,34.375,11.825,189002,GRAND,225.28,GRAND,1069.0188,EXP,4527.6,GLOFAS4_ltr
527,,592,113,,4629,I14400066,Saratov Reservoir,Russia,,,47.725,52.025,1289567,GRAND,1073.41,GRAND,3219.1027,EXP,8288.8,GLOFAS4_ltr
528,,612,180,,4055,I19500002,,Zambia,,,28.425,-15.825,153294,GRAND,12.95,GRAND,947.9382,EXP,762.8,GLOFAS4_ltr
529,,614,,,2445,I00700106,Aperea,Paraguay,,,-56.775,-27.475,941970,GRAND,1111.23,GRAND,2688.0028,EXP,15241,GLOFAS4_ltr
530,,630,65,,2432,I02400590,Itaipu,Paraguay,,,-54.575,-25.425,824129,GRAND,1156.44,GRAND,2489.4904,EXP,12312.9,GLOFAS4_ltr
531,,634,27,,2001,I03100321,,Canada,,,-63.975,53.575,46056,GRAND,140.29,GRAND,475.3197,EXP,655.4,GLOFAS4_ltr
532,,684,,,3505,I16400800,,Spain,,,0.425,41.225,81863,GRAND,13.74,GRAND,661.2805,EXP,289,GLOFAS4_ltr
533,,,1,1,,,Caspian Sea,Russia,47.7177,45.5919,47.675,45.675,1404110,HYLAK,377002,HYLAK,3432.7295,EXP,8497.8428,GLOFAS4_ltr
534,,,4,13,,,Large Aral Sea,Uzbekistan,59.7146,44.9062,58.5257,45.1747,622507,HYLAK,23865.9,HYLAK,2104.2673,EXP,2636.0734,GLOFAS4_ltr
535,,,14,15,,,Chad,Chad,14.5271,13.0771,14.475,13.075,980212,HYLAK,18751.5,HYLAK,2183.6667,EXP,2173.0169,GLOFAS4_ltr
536,,,197,14,,,Kara-Bogaz-Gol,Turkmenistan,52.9129,41.0566,53.475,41.475,25529.4,HYLAK,18666.8,HYLAK,347.789,EXP,33.0448,GLOFAS4_ltr
537,,,17,12,,,Balkhash,Kazakhstan,74.6021,46.3854,74.325,46.225,404801,HYLAK,16717.9,HYLAK,1652.0776,EXP,1822.0907,GLOFAS4_ltr
538,,,,175,,,Eyre,Australia,137.2063,-28.4271,137.075,-28.925,736713,HYLAK,8026.7,HYLAK,2644.4143,EXP,361.1906,GLOFAS4_ltr
539,,,22,158,,,Turkana,Kenya,36.1437,3.3729,36.025,3.775,149329,HYLAK,7473.43,HYLAK,928.5581,EXP,3176.3451,GLOFAS4_ltr
540,,,26,67,,,Great Salt,United States of America,-112.8312,41.4104,-112.775,41.375,86895.5,HYLAK,6478.85,HYLAK,686.8282,EXP,278.3216,GLOFAS4_ltr
541,,,25,136,,,Issyk Kul,Kyrgyzstan,77.4271,42.4854,77.925,42.525,21917,HYLAK,6195.93,HYLAK,309.9828,EXP,476.0214,GLOFAS4_ltr
542,,,84,85,,,Chiquita,Argentina,-62.2521,-30.8438,-62.525,-30.275,129876,HYLAK,6132.89,HYLAK,860.6138,EXP,1337.797,GLOFAS4_ltr
543,,,86,166,,,Rukwa,United Republic of Tanzania,32.2021,-7.9146,32.125,-8.025,79610.1,HYLAK,5894.78,HYLAK,650.1515,EXP,840.5473,GLOFAS4_ltr
544,,,34,142,,,Urmia,Iran,45.3729,37.7062,45.375,37.775,52200.3,HYLAK,4932.76,HYLAK,510.7635,EXP,353.1448,GLOFAS4_ltr
545,,,43,91,,,Taymyr,Russia,100.0896,75.221,100.225,75.175,92284.1,HYLAK,4908.66,HYLAK,735.6561,EXP,683.6722,GLOFAS4_ltr
546,,,32,20,,,Netilling,Canada,-71.413,66.5638,-71.525,66.575,63399.7,HYLAK,4872.7,HYLAK,519.6202,EXP,446.8297,GLOFAS4_ltr
547,,,41,143,,,Qinghai,China,100.1979,36.9229,100.625,36.625,29604.7,HYLAK,4266.55,HYLAK,367.6441,EXP,85.1972,GLOFAS4_ltr
548,,,45,134,,,Khanka,Russia,132.8422,45.0535,132.875,45.025,17049.4,HYLAK,4118.84,HYLAK,421.6799,EXP,91.963,GLOFAS4_ltr
549,,,46,86,,,Mirim,Brazil,-52.6282,-32.149,-52.625,-32.125,47756.3,HYLAK,3899.7,HYLAK,498.1048,EXP,487.8202,GLOFAS4_ltr
550,,,241,137,,,Sarygamysh,Turkmenistan,57.4521,41.8896,57.625,41.825,72245.2,HYLAK,3772.03,HYLAK,578.5421,EXP,14.2035,GLOFAS4_ltr
551,,,,133,,,Kaydak,Kazakhstan,54.0244,45.4003,53.625,45.325,19900.8,HYLAK,3683.91,HYLAK,345.9253,EXP,5.9762,GLOFAS4_ltr
552,,,53,121,,,Uvs,Mongolia,92.7104,50.2771,92.725,50.325,68548.1,HYLAK,3600.81,HYLAK,602.6078,EXP,235.4415,GLOFAS4_ltr
553,,,51,141,,,Van,Turkey,42.9479,38.6437,42.475,38.525,17045.8,HYLAK,3568.73,HYLAK,267.4992,EXP,61.6892,GLOFAS4_ltr
554,,,,177,,,Torrens,Australia,137.8604,-31.2521,137.325,-30.475,32840.8,HYLAK,3539.2,HYLAK,351.6575,EXP,6.8341,GLOFAS4_ltr
555,,,,178,,,Gairdner,Australia,136.0813,-31.6854,136.175,-32.225,15248.5,HYLAK,3373.98,HYLAK,254.9264,EXP,11.1455,GLOFAS4_ltr
556,,,56,23,,,Amadjuak,Canada,-71.7351,65.4078,-71.725,65.475,19638.2,HYLAK,2994.94,HYLAK,295.3663,EXP,169.004,GLOFAS4_ltr
557,,,4,130,,,Small Aral Sea,Kazakhstan,60.9521,46.3354,60.975,46.325,325886,HYLAK,2964.43,HYLAK,1535.1095,EXP,1715.714,GLOFAS4_ltr
558,,,,174,,,Sua Pan,Botswana,25.9521,-20.9396,26.175,-20.425,644114,HYLAK,2962.07,HYLAK,462.0049,EXP,25.0018,GLOFAS4_ltr
559,,,58,131,,,Alakol,Kazakhstan,81.6729,46.1521,81.625,46.225,63248.1,HYLAK,2919.34,HYLAK,588.439,EXP,224.6306,GLOFAS4_ltr
560,,,,138,,,Aydar,Uzbekistan,67.797,40.8687,67.3251,40.7249,20310.3,HYLAK,2742.41,HYLAK,383.0959,EXP,242.0432,GLOFAS4_ltr
561,,,62,31,,,Iliamna,United States of America,-155.8845,59.3319,-155.875,59.325,16869.4,HYLAK,2634.62,HYLAK,266.1534,EXP,423.6897,GLOFAS4_ltr
562,,,64,153,,,Tonle Sap,Cambodia,104.3971,12.5337,104.375,12.525,54970.1,HYLAK,2415.98,HYLAK,526.9792,EXP,839.2039,GLOFAS4_ltr
563,,,66,148,,,Tai,China,120.5437,31.1101,120.475,31.025,20229.5,HYLAK,2329.14,HYLAK,312.9096,EXP,691.9592,GLOFAS4_ltr
564,,,68,32,,,Wollaston,Canada,-102.7576,58.812,-102.775,58.825,17770,HYLAK,2269.59,HYLAK,280.0605,EXP,82.5573,GLOFAS4_ltr
565,,,76,54,,,Mistassini,Canada,-73.7926,51.2482,-73.775,51.275,19675.5,HYLAK,2182.5,HYLAK,289.9151,EXP,395.0983,GLOFAS4_ltr
566,,,92,114,,,Chany,Russia,76.8854,54.7979,77.525,54.925,25548.3,HYLAK,1966.57,HYLAK,375.616,EXP,40.3379,GLOFAS4_ltr
567,,,91,149,,,Nam,China,90.6562,30.7146,90.275,30.825,10741.3,HYLAK,1963.82,HYLAK,204.6151,EXP,38.8561,GLOFAS4_ltr
568,,,105,147,,,Siling,China,89.0479,31.7771,89.075,31.575,29077.1,HYLAK,1749.53,HYLAK,468.9907,EXP,102.0848,GLOFAS4_ltr
569,,,185,140,,,Tuz,Turkey,33.4271,38.7104,33.425,39.025,18630.2,HYLAK,1664.71,HYLAK,293.6423,EXP,19.4038,GLOFAS4_ltr
570,,,746,68,,,Pontchartrain,United States of America,-89.7403,30.1777,-89.775,30.175,13745.8,HYLAK,1645.24,HYLAK,242.1102,EXP,271.3625,GLOFAS4_ltr
571,,,121,124,,,Khyargas,Mongolia,93.4021,49.1146,93.375,49.075,146785,HYLAK,1383.23,HYLAK,948.6943,EXP,311.3082,GLOFAS4_ltr
572,,,225,48,,,Moose,Canada,-100.2771,53.6985,-100.275,53.675,9286.9,HYLAK,1311.82,HYLAK,190.324,EXP,14.599,GLOFAS4_ltr
573,,,128,39,,,Lac a L'Eau Claire,Canada,-74.8448,56.1765,-74.775,56.225,4528,HYLAK,1238.65,HYLAK,122.4311,EXP,40.3241,GLOFAS4_ltr
574,,,,150,,,Goud-e-Zareh,Afghanistan,62.2062,29.8479,61.675,29.725,28100.2,HYLAK,1218.86,HYLAK,469.0924,EXP,28.0453,GLOFAS4_ltr
575,,,171,89,,,Viedma,Argentina,-72.0812,-49.7766,-72.075,-49.775,7342.3,HYLAK,1193.37,HYLAK,165.1707,EXP,290.1338,GLOFAS4_ltr
